Date,Station,Total trips
9/12/2024,Garnett,1302
9/12/2024,Georgia State,3093
9/12/2024,H. E. Holmes,3582
9/12/2024,Indian Creek,2758
9/12/2024,Inman Park,1612
9/12/2024,Kensington,3234
9/12/2024,King Memorial,1511
9/12/2024,Lakewood/Ft McPherson,1222
9/12/2024,Lenox,1597
9/12/2024,Lindbergh Center,5939
9/12/2024,Medical Center,760
9/12/2024,Midtown,4506
9/12/2024,North Avenue,3456
9/12/2024,North Springs,3101
9/12/2024,Oakland City,2434
9/12/2024,Peachtree Center,6246
9/12/2024,Sandy Springs,1149
9/12/2024,Vine City,579
9/12/2024,West End,3114
9/12/2024,West Lake,615
9/13/2024,Airport,7280
9/13/2024,Arts Center,5163
9/13/2024,Ashby,597
9/13/2024,Avondale,2070
9/13/2024,Bankhead,578
9/13/2024,Brookhaven,1784
9/13/2024,Buckhead,1727
9/13/2024,Chamblee,2285
9/13/2024,Civic Center,1424
9/13/2024,College Park,5955
9/13/2024,Decatur,1204
9/13/2024,Dome/GWCC,965
9/13/2024,Doraville,4492
9/13/2024,Dunwoody,1519
9/13/2024,East Lake,505
9/13/2024,East Point,2662
9/13/2024,Edgewood/Candler Park,691
9/13/2024,Five Points,8084
9/13/2024,Garnett,785
9/13/2024,Georgia State,2289
9/13/2024,H. E. Holmes,3635
9/13/2024,Indian Creek,2883
9/13/2024,Inman Park,1437
9/13/2024,Kensington,3201
9/13/2024,King Memorial,1548
9/13/2024,Lakewood/Ft McPherson,1523
9/13/2024,Lenox,1265
9/13/2024,Lindbergh Center,5546
9/13/2024,Medical Center,911
9/13/2024,Midtown,4125
9/13/2024,North Avenue,3675
9/13/2024,North Springs,2517
9/13/2024,Oakland City,2282
9/13/2024,Peachtree Center,4715
9/13/2024,Sandy Springs,865
9/13/2024,Vine City,405
9/13/2024,West End,3277
9/13/2024,West Lake,449
9/14/2024,Airport,6157
9/14/2024,Arts Center,3112
9/14/2024,Ashby,266
9/14/2024,Avondale,1394
9/14/2024,Bankhead,435
9/14/2024,Brookhaven,1382
9/14/2024,Buckhead,980
9/14/2024,Chamblee,1743
9/14/2024,Civic Center,852
9/14/2024,College Park,4469
9/14/2024,Decatur,1519
9/14/2024,Dome/GWCC,4012
9/14/2024,Doraville,3186
9/14/2024,Dunwoody,1058
9/14/2024,East Lake,976
9/14/2024,East Point,1501
9/14/2024,Edgewood/Candler Park,964
9/14/2024,Five Points,5244
9/14/2024,Garnett,836
9/14/2024,Georgia State,729
9/14/2024,H. E. Holmes,3219
9/14/2024,Indian Creek,2042
9/14/2024,Inman Park,1729
9/14/2024,Kensington,2049
9/14/2024,King Memorial,1088
9/14/2024,Lakewood/Ft McPherson,1024
9/14/2024,Lenox,1345
9/14/2024,Lindbergh Center,4187
9/14/2024,Medical Center,426
9/14/2024,Midtown,2865
9/14/2024,North Avenue,3275
9/14/2024,North Springs,2144
9/14/2024,Oakland City,1227
9/14/2024,Peachtree Center,2539
9/14/2024,Sandy Springs,655
9/14/2024,Vine City,2964
9/14/2024,West End,2621
9/14/2024,West Lake,262
9/15/2024,Airport,7547
9/15/2024,Arts Center,2392
9/15/2024,Ashby,195
9/15/2024,Avondale,713
9/15/2024,Bankhead,349
9/15/2024,Brookhaven,887
9/15/2024,Buckhead,779
9/15/2024,Chamblee,1166
9/15/2024,Civic Center,896
9/15/2024,College Park,3147
9/15/2024,Decatur,846
9/15/2024,Dome/GWCC,491
9/15/2024,Doraville,1854
9/15/2024,Dunwoody,722
9/15/2024,East Lake,247
9/15/2024,East Point,1055
9/15/2024,Edgewood/Candler Park,299
9/15/2024,Five Points,4135
9/15/2024,Garnett,480
9/15/2024,Georgia State,557
9/15/2024,H. E. Holmes,1777
9/15/2024,Indian Creek,1358
9/15/2024,Inman Park,810
9/15/2024,Kensington,1521
9/15/2024,King Memorial,809
9/15/2024,Lakewood/Ft McPherson,700
9/15/2024,Lenox,943
9/15/2024,Lindbergh Center,3426
9/15/2024,Medical Center,219
9/15/2024,Midtown,2172
9/15/2024,North Avenue,1441
9/15/2024,North Springs,1165
9/15/2024,Oakland City,1007
9/15/2024,Peachtree Center,2107
9/15/2024,Sandy Springs,348
9/15/2024,Vine City,228
9/15/2024,West End,1964
9/15/2024,West Lake,188
9/16/2024,Airport,8093
9/16/2024,Arts Center,4729
9/16/2024,Ashby,657
9/16/2024,Avondale,2129
9/16/2024,Bankhead,514
9/16/2024,Brookhaven,1748
9/16/2024,Buckhead,2022
9/16/2024,Chamblee,2383
9/16/2024,Civic Center,1931
9/16/2024,College Park,6077
9/16/2024,Decatur,2151
9/16/2024,Dome/GWCC,328
9/16/2024,Doraville,4065
9/16/2024,Dunwoody,1611
9/16/2024,East Lake,502
9/16/2024,East Point,2870
9/16/2024,Edgewood/Candler Park,849
9/16/2024,Five Points,8949
9/16/2024,Garnett,1292
9/16/2024,Georgia State,3126
9/16/2024,H. E. Holmes,3719
9/16/2024,Indian Creek,2577
9/16/2024,Inman Park,1519
9/16/2024,Kensington,3341
9/16/2024,King Memorial,1395
9/16/2024,Lakewood/Ft McPherson,1472
9/16/2024,Lenox,1521
9/16/2024,Lindbergh Center,5556
9/16/2024,Medical Center,815
9/16/2024,Midtown,4042
9/16/2024,North Avenue,3791
9/16/2024,North Springs,2928
9/16/2024,Oakland City,2039
9/16/2024,Peachtree Center,5636
9/16/2024,Sandy Springs,893
9/16/2024,Vine City,519
9/16/2024,West End,4081
9/16/2024,West Lake,426
9/17/2024,Airport,7414
9/17/2024,Arts Center,5309
9/17/2024,Ashby,546
9/17/2024,Avondale,2129
9/17/2024,Bankhead,816
9/17/2024,Brookhaven,1906
9/17/2024,Buckhead,2280
9/17/2024,Chamblee,2452
9/17/2024,Civic Center,2062
9/17/2024,College Park,6940
9/17/2024,Decatur,1981
9/17/2024,Dome/GWCC,363
9/17/2024,Doraville,4353
9/17/2024,Dunwoody,1718
9/17/2024,East Lake,589
9/17/2024,East Point,2919
9/17/2024,Edgewood/Candler Park,983
9/17/2024,Five Points,9301
9/17/2024,Garnett,1202
9/17/2024,Georgia State,3212
9/17/2024,H. E. Holmes,4125
9/17/2024,Indian Creek,2173
9/17/2024,Inman Park,1593
9/17/2024,Kensington,3656
9/17/2024,King Memorial,1534
9/17/2024,Lakewood/Ft McPherson,1661
9/17/2024,Lenox,1739
9/17/2024,Lindbergh Center,6004
9/17/2024,Medical Center,974
9/17/2024,Midtown,4311
9/17/2024,North Avenue,3919
9/17/2024,North Springs,3188
9/17/2024,Oakland City,2330
9/17/2024,Peachtree Center,6028
9/17/2024,Sandy Springs,1075
9/17/2024,Vine City,549
9/17/2024,West End,4070
9/17/2024,West Lake,364
9/18/2024,Airport,9148
9/18/2024,Arts Center,5526
9/18/2024,Ashby,842
9/18/2024,Avondale,2914
9/18/2024,Bankhead,752
9/18/2024,Brookhaven,2359
9/18/2024,Buckhead,2573
9/18/2024,Chamblee,3254
9/18/2024,Civic Center,2389
9/18/2024,College Park,7513
9/18/2024,Decatur,2308
9/18/2024,Dome/GWCC,3647
9/18/2024,Doraville,5509
9/18/2024,Dunwoody,2062
9/18/2024,East Lake,1264
9/18/2024,East Point,2766
9/18/2024,Edgewood/Candler Park,1579
9/18/2024,Five Points,10298
9/18/2024,Garnett,1684
9/18/2024,Georgia State,3211
9/18/2024,H. E. Holmes,4895
9/18/2024,Indian Creek,2579
9/18/2024,Inman Park,2378
9/18/2024,Kensington,3811
9/18/2024,King Memorial,1827
9/18/2024,Lakewood/Ft McPherson,1816
9/18/2024,Lenox,1700
9/18/2024,Lindbergh Center,6671
9/18/2024,Medical Center,1235
9/18/2024,Midtown,5050
9/18/2024,North Avenue,3913
9/18/2024,North Springs,4154
9/18/2024,Oakland City,2561
9/18/2024,Peachtree Center,6641
9/18/2024,Sandy Springs,1379
9/18/2024,Vine City,4439
9/18/2024,West End,3508
9/18/2024,West Lake,584
9/19/2024,Airport,7994
9/19/2024,Arts Center,5640
9/19/2024,Ashby,472
9/19/2024,Avondale,2785
9/19/2024,Bankhead,495
9/19/2024,Brookhaven,1951
9/19/2024,Buckhead,2353
9/19/2024,Chamblee,2359
9/19/2024,Civic Center,2223
9/19/2024,College Park,7196
9/19/2024,Decatur,2274
9/19/2024,Dome/GWCC,1658
9/19/2024,Doraville,4340
9/19/2024,Dunwoody,1992
9/19/2024,East Lake,612
9/19/2024,East Point,2545
9/19/2024,Edgewood/Candler Park,810
9/19/2024,Five Points,9143
9/19/2024,Garnett,1685
9/19/2024,Georgia State,3188
9/19/2024,H. E. Holmes,3776
9/19/2024,Indian Creek,2321
9/19/2024,Inman Park,1655
9/19/2024,Kensington,2868
9/19/2024,King Memorial,1576
9/19/2024,Lakewood/Ft McPherson,1925
9/19/2024,Lenox,1601
9/19/2024,Lindbergh Center,6111
9/19/2024,Medical Center,996
9/19/2024,Midtown,4709
9/19/2024,North Avenue,3737
9/19/2024,North Springs,3204
9/19/2024,Oakland City,3001
9/19/2024,Peachtree Center,6384
9/19/2024,Sandy Springs,1112
9/19/2024,Vine City,646
9/19/2024,West End,2746
9/19/2024,West Lake,535
9/20/2024,Airport,7910
9/20/2024,Arts Center,5074
9/20/2024,Ashby,593
9/20/2024,Avondale,1913
9/20/2024,Bankhead,497
9/20/2024,Brookhaven,1817
9/20/2024,Buckhead,1757
9/20/2024,Chamblee,2136
9/20/2024,Civic Center,1933
9/20/2024,College Park,6102
9/20/2024,Decatur,2032
9/20/2024,Dome/GWCC,532
9/20/2024,Doraville,4108
9/20/2024,Dunwoody,1708
9/20/2024,East Lake,570
9/20/2024,East Point,2711
9/20/2024,Edgewood/Candler Park,793
9/20/2024,Five Points,8336
9/20/2024,Garnett,1488
9/20/2024,Georgia State,2534
9/20/2024,H. E. Holmes,3835
9/20/2024,Indian Creek,2046
9/20/2024,Inman Park,1549
9/20/2024,Kensington,2710
9/20/2024,King Memorial,1557
9/20/2024,Lakewood/Ft McPherson,1617
9/20/2024,Lenox,1458
9/20/2024,Lindbergh Center,5573
9/20/2024,Medical Center,717
9/20/2024,Midtown,4357
9/20/2024,North Avenue,4151
9/20/2024,North Springs,2679
9/20/2024,Oakland City,2554
9/20/2024,Peachtree Center,5594
9/20/2024,Sandy Springs,909
9/20/2024,Vine City,533
9/20/2024,West End,4078
9/20/2024,West Lake,323
9/21/2024,Airport,6653
9/21/2024,Arts Center,3068
9/21/2024,Ashby,279
9/21/2024,Avondale,1150
9/21/2024,Bankhead,286
9/21/2024,Brookhaven,1112
9/21/2024,Buckhead,1040
9/21/2024,Chamblee,1695
9/21/2024,Civic Center,1109
9/21/2024,College Park,4040
9/21/2024,Decatur,1282
9/21/2024,Dome/GWCC,1227
9/21/2024,Doraville,2511
9/21/2024,Dunwoody,859
9/21/2024,East Lake,302
9/21/2024,East Point,1539
9/21/2024,Edgewood/Candler Park,378
9/21/2024,Five Points,5151
9/21/2024,Garnett,761
9/21/2024,Georgia State,923
9/21/2024,H. E. Holmes,2315
9/21/2024,Indian Creek,1204
9/21/2024,Inman Park,1068
9/21/2024,Kensington,1755
9/21/2024,King Memorial,907
9/21/2024,Lakewood/Ft McPherson,775
9/21/2024,Lenox,1417
9/21/2024,Lindbergh Center,4061
9/21/2024,Medical Center,186
9/21/2024,Midtown,2842
9/21/2024,North Avenue,2204
9/21/2024,North Springs,1603
9/21/2024,Oakland City,1708
9/21/2024,Peachtree Center,2615
9/21/2024,Sandy Springs,530
9/21/2024,Vine City,712
9/21/2024,West End,2744
9/21/2024,West Lake,250
9/22/2024,Airport,6828
9/22/2024,Arts Center,2763
9/22/2024,Ashby,329
9/22/2024,Avondale,1335
9/22/2024,Bankhead,385
9/22/2024,Brookhaven,1472
9/22/2024,Buckhead,910
9/22/2024,Chamblee,1456
9/22/2024,Civic Center,850
9/22/2024,College Park,4306
9/22/2024,Decatur,1130
9/22/2024,Dome/GWCC,5717
9/22/2024,Doraville,2725
9/22/2024,Dunwoody,1052
9/22/2024,East Lake,345
9/22/2024,East Point,1470
9/22/2024,Edgewood/Candler Park,888
9/22/2024,Five Points,5111
9/22/2024,Garnett,609
9/22/2024,Georgia State,755
9/22/2024,H. E. Holmes,4949
9/22/2024,Indian Creek,2499
9/22/2024,Inman Park,1730
9/22/2024,Kensington,1941
9/22/2024,King Memorial,1003
9/22/2024,Lakewood/Ft McPherson,879
9/22/2024,Lenox,1101
9/22/2024,Lindbergh Center,3861
9/22/2024,Medical Center,340
9/22/2024,Midtown,2623
9/22/2024,North Avenue,1453
9/22/2024,North Springs,2224
9/22/2024,Oakland City,1317
9/22/2024,Peachtree Center,2215
9/22/2024,Sandy Springs,599
9/22/2024,Vine City,7556
9/22/2024,West End,1725
9/22/2024,West Lake,721
9/23/2024,Airport,8309
9/23/2024,Arts Center,4653
9/23/2024,Ashby,415
9/23/2024,Avondale,1868
9/23/2024,Bankhead,692
9/23/2024,Brookhaven,1736
9/23/2024,Buckhead,1984
9/23/2024,Chamblee,2395
9/23/2024,Civic Center,2036
9/23/2024,College Park,6479
9/23/2024,Decatur,2032
9/23/2024,Dome/GWCC,590
9/23/2024,Doraville,3949
9/23/2024,Dunwoody,1726
9/23/2024,East Lake,359
9/23/2024,East Point,2901
9/23/2024,Edgewood/Candler Park,741
9/23/2024,Five Points,8553
9/23/2024,Garnett,1284
9/23/2024,Georgia State,3033
9/23/2024,H. E. Holmes,3514
9/23/2024,Indian Creek,2072
9/23/2024,Inman Park,1453
9/23/2024,Kensington,2673
9/23/2024,King Memorial,1296
9/23/2024,Lakewood/Ft McPherson,1348
9/23/2024,Lenox,1524
9/23/2024,Lindbergh Center,5821
9/23/2024,Medical Center,831
9/23/2024,Midtown,4159
9/23/2024,North Avenue,2745
9/23/2024,North Springs,2940
9/23/2024,Oakland City,2091
9/23/2024,Peachtree Center,5699
9/23/2024,Sandy Springs,998
9/23/2024,Vine City,527
9/23/2024,West End,4327
9/23/2024,West Lake,354
9/24/2024,Airport,7522
9/24/2024,Arts Center,5447
9/24/2024,Ashby,419
9/24/2024,Avondale,2027
9/24/2024,Bankhead,772
9/24/2024,Brookhaven,1855
9/24/2024,Buckhead,2263
9/24/2024,Chamblee,2630
9/24/2024,Civic Center,2039
9/24/2024,College Park,6827
9/24/2024,Decatur,2180
9/24/2024,Dome/GWCC,830
9/24/2024,Doraville,3614
9/24/2024,Dunwoody,1753
9/24/2024,East Lake,530
9/24/2024,East Point,3551
9/24/2024,Edgewood/Candler Park,801
9/24/2024,Five Points,8020
9/24/2024,Garnett,1566
9/24/2024,Georgia State,3332
9/24/2024,H. E. Holmes,3523
9/24/2024,Indian Creek,1977
9/24/2024,Inman Park,1633
9/24/2024,Kensington,2673
9/24/2024,King Memorial,1220
9/24/2024,Lakewood/Ft McPherson,1219
9/24/2024,Lenox,1638
9/24/2024,Lindbergh Center,5932
9/24/2024,Medical Center,730
9/24/2024,Midtown,4626
9/24/2024,North Avenue,3745
9/24/2024,North Springs,3124
9/24/2024,Oakland City,2231
9/24/2024,Peachtree Center,6038
9/24/2024,Sandy Springs,1213
9/24/2024,Vine City,593
9/24/2024,West End,4022
9/24/2024,West Lake,570
9/25/2024,Airport,7326
9/25/2024,Arts Center,5193
9/25/2024,Ashby,494
9/25/2024,Avondale,1877
9/25/2024,Bankhead,549
9/25/2024,Brookhaven,1752
9/25/2024,Buckhead,2003
9/25/2024,Chamblee,2715
9/25/2024,Civic Center,1959
9/25/2024,College Park,6366
9/25/2024,Decatur,1917
9/25/2024,Dome/GWCC,1881
9/25/2024,Doraville,3923
9/25/2024,Dunwoody,1738
9/25/2024,East Lake,570
9/25/2024,East Point,2356
9/25/2024,Edgewood/Candler Park,816
9/25/2024,Five Points,7581
9/25/2024,Garnett,1510
9/25/2024,Georgia State,3007
9/25/2024,H. E. Holmes,3352
9/25/2024,Indian Creek,2475
9/25/2024,Inman Park,1496
9/25/2024,Kensington,2415
9/25/2024,King Memorial,1225
9/25/2024,Lakewood/Ft McPherson,1363
9/25/2024,Lenox,1411
9/25/2024,Lindbergh Center,5915
9/25/2024,Medical Center,853
9/25/2024,Midtown,4143
9/25/2024,North Avenue,3876
9/25/2024,North Springs,2950
9/25/2024,Oakland City,2367
9/25/2024,Peachtree Center,5964
9/25/2024,Sandy Springs,1127
9/25/2024,Vine City,484
9/25/2024,West End,3425
9/25/2024,West Lake,482
9/26/2024,Airport,7880
9/26/2024,Arts Center,3699
9/26/2024,Ashby,295
9/26/2024,Avondale,1681
9/26/2024,Bankhead,279
9/26/2024,Brookhaven,1243
9/26/2024,Buckhead,1310
9/26/2024,Chamblee,1723
9/26/2024,Civic Center,1451
9/26/2024,College Park,4871
9/26/2024,Decatur,1476
9/26/2024,Dome/GWCC,408
9/26/2024,Doraville,2619
9/26/2024,Dunwoody,1165
9/26/2024,East Lake,315
9/26/2024,East Point,2444
9/26/2024,Edgewood/Candler Park,479
9/26/2024,Five Points,5150
9/26/2024,Garnett,1263
9/26/2024,Georgia State,1049
9/26/2024,H. E. Holmes,2559
9/26/2024,Indian Creek,1486
9/26/2024,Inman Park,1036
9/26/2024,Kensington,1448
9/26/2024,King Memorial,889
9/26/2024,Lakewood/Ft McPherson,794
9/26/2024,Lenox,1044
9/26/2024,Lindbergh Center,4335
9/26/2024,Medical Center,629
9/26/2024,Midtown,2812
9/26/2024,North Avenue,2153
9/26/2024,North Springs,1807
9/26/2024,Oakland City,2009
9/26/2024,Peachtree Center,3436
9/26/2024,Sandy Springs,660
9/26/2024,Vine City,542
9/26/2024,West End,2698
9/26/2024,West Lake,348
9/27/2024,Airport,6160
9/27/2024,Arts Center,2551
9/27/2024,Ashby,361
9/27/2024,Avondale,1099
9/27/2024,Bankhead,920
9/27/2024,Brookhaven,911
9/27/2024,Buckhead,1055
9/27/2024,Chamblee,1552
9/27/2024,Civic Center,1313
9/27/2024,College Park,3905
9/27/2024,Decatur,926
9/27/2024,Dome/GWCC,1790
9/27/2024,Doraville,2464
9/27/2024,Dunwoody,1214
9/27/2024,East Lake,308
9/27/2024,East Point,2011
9/27/2024,Edgewood/Candler Park,434
9/27/2024,Five Points,4266
9/27/2024,Garnett,783
9/27/2024,Georgia State,810
9/27/2024,H. E. Holmes,2236
9/27/2024,Indian Creek,1325
9/27/2024,Inman Park,998
9/27/2024,Kensington,1325
9/27/2024,King Memorial,709
9/27/2024,Lakewood/Ft McPherson,727
9/27/2024,Lenox,1202
9/27/2024,Lindbergh Center,3444
9/27/2024,Medical Center,528
9/27/2024,Midtown,2622
9/27/2024,North Avenue,1852
9/27/2024,North Springs,1243
9/27/2024,Oakland City,1364
9/27/2024,Peachtree Center,2628
9/27/2024,Sandy Springs,433
9/27/2024,Vine City,523
9/27/2024,West End,2236
9/27/2024,West Lake,283
9/28/2024,Airport,6082
9/28/2024,Arts Center,4119
9/28/2024,Ashby,237
9/28/2024,Avondale,1389
9/28/2024,Bankhead,327
9/28/2024,Brookhaven,1102
9/28/2024,Buckhead,939
9/28/2024,Chamblee,1366
9/28/2024,Civic Center,844
9/28/2024,College Park,4587
9/28/2024,Decatur,1048
9/28/2024,Dome/GWCC,1590
9/28/2024,Doraville,2758
9/28/2024,Dunwoody,968
9/28/2024,East Lake,336
9/28/2024,East Point,1676
9/28/2024,Edgewood/Candler Park,409
9/28/2024,Five Points,3870
9/28/2024,Garnett,1069
9/28/2024,Georgia State,906
9/28/2024,H. E. Holmes,1752
9/28/2024,Indian Creek,1329
9/28/2024,Inman Park,1047
9/28/2024,Kensington,1790
9/28/2024,King Memorial,902
9/28/2024,Lakewood/Ft McPherson,742
9/28/2024,Lenox,1348
9/28/2024,Lindbergh Center,4205
9/28/2024,Medical Center,259
9/28/2024,Midtown,2485
9/28/2024,North Avenue,1822
9/28/2024,North Springs,1388
9/28/2024,Oakland City,1584
9/28/2024,Peachtree Center,2698
9/28/2024,Sandy Springs,401
9/28/2024,Vine City,570
9/28/2024,West End,2290
9/28/2024,West Lake,391
9/29/2024,Airport,7659
9/29/2024,Arts Center,2646
9/29/2024,Ashby,374
9/29/2024,Avondale,1300
9/29/2024,Bankhead,351
9/29/2024,Brookhaven,1092
9/29/2024,Buckhead,871
9/29/2024,Chamblee,1735
9/29/2024,Civic Center,719
9/29/2024,College Park,4761
9/29/2024,Decatur,843
9/29/2024,Dome/GWCC,7279
9/29/2024,Doraville,2559
9/29/2024,Dunwoody,1346
9/29/2024,East Lake,843
9/29/2024,East Point,1349
9/29/2024,Edgewood/Candler Park,1004
9/29/2024,Five Points,4251
9/29/2024,Garnett,1050
9/29/2024,Georgia State,739
9/29/2024,H. E. Holmes,5446
9/29/2024,Indian Creek,3567
9/29/2024,Inman Park,1842
9/29/2024,Kensington,2106
9/29/2024,King Memorial,1315
9/29/2024,Lakewood/Ft McPherson,1127
9/29/2024,Lenox,1219
9/29/2024,Lindbergh Center,3840
9/29/2024,Medical Center,300
9/29/2024,Midtown,2408
9/29/2024,North Avenue,1841
9/29/2024,North Springs,1894
9/29/2024,Oakland City,1468
9/29/2024,Peachtree Center,2810
9/29/2024,Sandy Springs,592
9/29/2024,Vine City,4994
9/29/2024,West End,2034
9/29/2024,West Lake,1470
9/30/2024,Airport,9093
9/30/2024,Arts Center,4682
9/30/2024,Ashby,671
9/30/2024,Avondale,1784
9/30/2024,Bankhead,365
9/30/2024,Brookhaven,1583
9/30/2024,Buckhead,2035
9/30/2024,Chamblee,2297
9/30/2024,Civic Center,1748
9/30/2024,College Park,6266
9/30/2024,Decatur,1967
9/30/2024,Dome/GWCC,591
9/30/2024,Doraville,4217
9/30/2024,Dunwoody,2055
9/30/2024,East Lake,505
9/30/2024,East Point,3198
9/30/2024,Edgewood/Candler Park,684
9/30/2024,Five Points,7539
9/30/2024,Garnett,821
9/30/2024,Georgia State,2987
9/30/2024,H. E. Holmes,3750
9/30/2024,Indian Creek,2297
9/30/2024,Inman Park,1438
9/30/2024,Kensington,2789
9/30/2024,King Memorial,1260
9/30/2024,Lakewood/Ft McPherson,1357
9/30/2024,Lenox,1742
9/30/2024,Lindbergh Center,5846
9/30/2024,Medical Center,794
9/30/2024,Midtown,4157
9/30/2024,North Avenue,3744
9/30/2024,North Springs,2653
9/30/2024,Oakland City,2397
9/30/2024,Peachtree Center,5357
9/30/2024,Sandy Springs,1053
9/30/2024,Vine City,451
9/30/2024,West End,3093
9/30/2024,West Lake,553
10/1/2024,Airport,8073
10/1/2024,Arts Center,5344
10/1/2024,Ashby,447
10/1/2024,Avondale,1971
10/1/2024,Bankhead,745
10/1/2024,Brookhaven,1668
10/1/2024,Buckhead,2406
10/1/2024,Chamblee,2514
10/1/2024,Civic Center,2420
10/1/2024,College Park,6986
10/1/2024,Decatur,1772
10/1/2024,Dome/GWCC,583
10/1/2024,Doraville,4244
10/1/2024,Dunwoody,1740
10/1/2024,East Lake,597
10/1/2024,East Point,3352
10/1/2024,Edgewood/Candler Park,851
10/1/2024,Five Points,8211
10/1/2024,Garnett,1254
10/1/2024,Georgia State,3290
10/1/2024,H. E. Holmes,3463
10/1/2024,Indian Creek,2489
10/1/2024,Inman Park,1555
10/1/2024,Kensington,3276
10/1/2024,King Memorial,1374
10/1/2024,Lakewood/Ft McPherson,1374
10/1/2024,Lenox,1896
10/1/2024,Lindbergh Center,6172
10/1/2024,Medical Center,960
10/1/2024,Midtown,4622
10/1/2024,North Avenue,4001
10/1/2024,North Springs,3049
10/1/2024,Oakland City,2343
10/1/2024,Peachtree Center,5659
10/1/2024,Sandy Springs,1237
10/1/2024,Vine City,665
10/1/2024,West End,3546
10/1/2024,West Lake,613
10/2/2024,Airport,8186
10/2/2024,Arts Center,6273
10/2/2024,Ashby,621
10/2/2024,Avondale,2209
10/2/2024,Bankhead,740
10/2/2024,Brookhaven,2079
10/2/2024,Buckhead,2279
10/2/2024,Chamblee,2884
10/2/2024,Civic Center,2291
10/2/2024,College Park,7542
10/2/2024,Decatur,2655
10/2/2024,Dome/GWCC,2885
10/2/2024,Doraville,4986
10/2/2024,Dunwoody,2124
10/2/2024,East Lake,935
10/2/2024,East Point,3136
10/2/2024,Edgewood/Candler Park,1334
10/2/2024,Five Points,8259
10/2/2024,Garnett,998
10/2/2024,Georgia State,3319
10/2/2024,H. E. Holmes,4334
10/2/2024,Indian Creek,2868
10/2/2024,Inman Park,1991
10/2/2024,Kensington,3572
10/2/2024,King Memorial,1572
10/2/2024,Lakewood/Ft McPherson,1374
10/2/2024,Lenox,2056
10/2/2024,Lindbergh Center,6550
10/2/2024,Medical Center,973
10/2/2024,Midtown,5036
10/2/2024,North Avenue,4551
10/2/2024,North Springs,3394
10/2/2024,Oakland City,2242
10/2/2024,Peachtree Center,5655
10/2/2024,Sandy Springs,1352
10/2/2024,Vine City,3504
10/2/2024,West End,3316
10/2/2024,West Lake,690
10/3/2024,Airport,8494
10/3/2024,Arts Center,6416
10/3/2024,Ashby,627
10/3/2024,Avondale,2437
10/3/2024,Bankhead,393
10/3/2024,Brookhaven,2370
10/3/2024,Buckhead,2637
10/3/2024,Chamblee,3048
10/3/2024,Civic Center,2663
10/3/2024,College Park,8575
10/3/2024,Decatur,1952
10/3/2024,Dome/GWCC,6843
10/3/2024,Doraville,5597
10/3/2024,Dunwoody,2519
10/3/2024,East Lake,428
10/3/2024,East Point,3102
10/3/2024,Edgewood/Candler Park,1778
10/3/2024,Five Points,9789
10/3/2024,Garnett,1335
10/3/2024,Georgia State,3832
10/3/2024,H. E. Holmes,6710
10/3/2024,Indian Creek,3967
10/3/2024,Inman Park,2764
10/3/2024,Kensington,3442
10/3/2024,King Memorial,2127
10/3/2024,Lakewood/Ft McPherson,2183
10/3/2024,Lenox,2180
10/3/2024,Lindbergh Center,6937
10/3/2024,Medical Center,1055
10/3/2024,Midtown,6169
10/3/2024,North Avenue,4769
10/3/2024,North Springs,4438
10/3/2024,Oakland City,2807
10/3/2024,Peachtree Center,5616
10/3/2024,Sandy Springs,1695
10/3/2024,Vine City,4822
10/3/2024,West End,3760
10/3/2024,West Lake,1415
10/4/2024,Airport,8550
10/4/2024,Arts Center,5023
10/4/2024,Ashby,479
10/4/2024,Avondale,1827
10/4/2024,Bankhead,931
10/4/2024,Brookhaven,1768
10/4/2024,Buckhead,1676
10/4/2024,Chamblee,2040
10/4/2024,Civic Center,2418
10/4/2024,College Park,6593
10/4/2024,Decatur,1540
10/4/2024,Dome/GWCC,1621
10/4/2024,Doraville,3962
10/4/2024,Dunwoody,1974
10/4/2024,East Lake,455
10/4/2024,East Point,2661
10/4/2024,Edgewood/Candler Park,810
10/4/2024,Five Points,7924
10/4/2024,Garnett,1049
10/4/2024,Georgia State,2379
10/4/2024,H. E. Holmes,4205
10/4/2024,Indian Creek,2279
10/4/2024,Inman Park,1358
10/4/2024,Kensington,2646
